artifact_id,source_id,source_owner,ecosystem,study_family,artifact_reference,source_version,artifact_locator_status,version_pin_status,license_review_status,operational_boundary_status,eligibility_status,exclusion_reason,replacement_required,replacement_pool
ext-art-170,autogen-examples,microsoft,microsoft,agent_workflow_templates,python/packages/agbench,027ecf0a379bcc1d09956d46d12d44a3ad9cee14,pending_review,pinned,pending_review,pending_review,pending_review,,false,agent_workflow_templates|microsoft|microsoft|manifest_directory
ext-art-171,autogen-examples,microsoft,microsoft,agent_workflow_templates,python/packages/autogen-agentchat,027ecf0a379bcc1d09956d46d12d44a3ad9cee14,pending_review,pinned,pending_review,pending_review,pending_review,,false,agent_workflow_templates|microsoft|microsoft|manifest_directory
ext-art-172,autogen-examples,microsoft,microsoft,agent_workflow_templates,python/packages/autogen-core,027ecf0a379bcc1d09956d46d12d44a3ad9cee14,pending_review,pinned,pending_review,pending_review,pending_review,,false,agent_workflow_templates|microsoft|microsoft|manifest_directory
ext-art-173,autogen-examples,microsoft,microsoft,agent_workflow_templates,python/packages/autogen-ext,027ecf0a379bcc1d09956d46d12d44a3ad9cee14,pending_review,pinned,pending_review,pending_review,pending_review,,false,agent_workflow_templates|microsoft|microsoft|manifest_directory
ext-art-174,autogen-examples,microsoft,microsoft,agent_workflow_templates,python/packages/autogen-studio,027ecf0a379bcc1d09956d46d12d44a3ad9cee14,pending_review,pinned,pending_review,pending_review,pending_review,,false,agent_workflow_templates|microsoft|microsoft|manifest_directory
ext-art-175,autogen-examples,microsoft,microsoft,agent_workflow_templates,python/packages/autogen-studio/frontend,027ecf0a379bcc1d09956d46d12d44a3ad9cee14,pending_review,pinned,pending_review,pending_review,pending_review,,false,agent_workflow_templates|microsoft|microsoft|manifest_directory
ext-art-176,autogen-examples,microsoft,microsoft,agent_workflow_templates,python/packages/autogen-test-utils,027ecf0a379bcc1d09956d46d12d44a3ad9cee14,pending_review,pinned,pending_review,pending_review,pending_review,,false,agent_workflow_templates|microsoft|microsoft|manifest_directory
ext-art-177,autogen-examples,microsoft,microsoft,agent_workflow_templates,python/packages/component-schema-gen,027ecf0a379bcc1d09956d46d12d44a3ad9cee14,pending_review,pinned,pending_review,pending_review,pending_review,,false,agent_workflow_templates|microsoft|microsoft|manifest_directory
ext-art-178,autogen-examples,microsoft,microsoft,agent_workflow_templates,python/packages/magentic-one-cli,027ecf0a379bcc1d09956d46d12d44a3ad9cee14,pending_review,pinned,pending_review,pending_review,pending_review,,false,agent_workflow_templates|microsoft|microsoft|manifest_directory
ext-art-179,autogen-examples,microsoft,microsoft,agent_workflow_templates,python/packages/pyautogen,027ecf0a379bcc1d09956d46d12d44a3ad9cee14,pending_review,pinned,pending_review,pending_review,pending_review,,false,agent_workflow_templates|microsoft|microsoft|manifest_directory
ext-art-180,autogen-examples,microsoft,microsoft,agent_workflow_templates,python/samples/gitty,027ecf0a379bcc1d09956d46d12d44a3ad9cee14,pending_review,pinned,pending_review,pending_review,pending_review,,false,agent_workflow_templates|microsoft|microsoft|manifest_directory
ext-art-181,autogen-examples,microsoft,microsoft,agent_workflow_templates,python/templates/new-package/{{cookiecutter.package_name}},027ecf0a379bcc1d09956d46d12d44a3ad9cee14,pending_review,pinned,pending_review,pending_review,pending_review,,false,agent_workflow_templates|microsoft|microsoft|manifest_directory
ext-art-182,autogen-examples,microsoft,microsoft,agent_workflow_templates,docs/design,027ecf0a379bcc1d09956d46d12d44a3ad9cee14,pending_review,pinned,pending_review,pending_review,pending_review,,false,agent_workflow_templates|microsoft|microsoft|readme_directory
ext-art-183,autogen-examples,microsoft,microsoft,agent_workflow_templates,docs/dotnet,027ecf0a379bcc1d09956d46d12d44a3ad9cee14,pending_review,pinned,pending_review,pending_review,pending_review,,false,agent_workflow_templates|microsoft|microsoft|readme_directory
ext-art-184,langgraph-template,langchain-ai,langchain,agent_workflow_templates,src/retrieval_graph/__init__.py,e764bfe5f582af6f88dc946f3d1d43b14f853d7b,pending_review,pinned,pending_review,pending_review,pending_review,,false,agent_workflow_templates|langchain|langchain-ai|relevant_tree_path
ext-art-185,langgraph-template,langchain-ai,langchain,agent_workflow_templates,src/retrieval_graph/configuration.py,e764bfe5f582af6f88dc946f3d1d43b14f853d7b,pending_review,pinned,pending_review,pending_review,pending_review,,false,agent_workflow_templates|langchain|langchain-ai|relevant_tree_path
ext-art-186,langgraph-template,langchain-ai,langchain,agent_workflow_templates,src/retrieval_graph/graph.py,e764bfe5f582af6f88dc946f3d1d43b14f853d7b,pending_review,pinned,pending_review,pending_review,pending_review,,false,agent_workflow_templates|langchain|langchain-ai|relevant_tree_path
ext-art-187,langgraph-template,langchain-ai,langchain,agent_workflow_templates,src/retrieval_graph/index_graph.py,e764bfe5f582af6f88dc946f3d1d43b14f853d7b,pending_review,pinned,pending_review,pending_review,pending_review,,false,agent_workflow_templates|langchain|langchain-ai|relevant_tree_path
ext-art-188,langgraph-template,langchain-ai,langchain,agent_workflow_templates,src/retrieval_graph/prompts.py,e764bfe5f582af6f88dc946f3d1d43b14f853d7b,pending_review,pinned,pending_review,pending_review,pending_review,,false,agent_workflow_templates|langchain|langchain-ai|relevant_tree_path
ext-art-189,langgraph-template,langchain-ai,langchain,agent_workflow_templates,src/retrieval_graph/retrieval.py,e764bfe5f582af6f88dc946f3d1d43b14f853d7b,pending_review,pinned,pending_review,pending_review,pending_review,,false,agent_workflow_templates|langchain|langchain-ai|relevant_tree_path
ext-art-190,langgraph-template,langchain-ai,langchain,agent_workflow_templates,src/retrieval_graph/state.py,e764bfe5f582af6f88dc946f3d1d43b14f853d7b,pending_review,pinned,pending_review,pending_review,pending_review,,false,agent_workflow_templates|langchain|langchain-ai|relevant_tree_path
ext-art-191,prompts-chat,f,prompt-corpus,prompt_and_function_recipes,.windsurf/skills/book-translation,2588522d56fc9ccc2124ca515e0b2c6b038ffefb,pending_review,pinned,pending_review,pending_review,pending_review,,false,prompt_and_function_recipes|prompt-corpus|f|skill_package_directory
ext-art-192,prompts-chat,f,prompt-corpus,prompt_and_function_recipes,.windsurf/skills/widget-generator,2588522d56fc9ccc2124ca515e0b2c6b038ffefb,pending_review,pinned,pending_review,pending_review,pending_review,,false,prompt_and_function_recipes|prompt-corpus|f|skill_package_directory
ext-art-193,prompts-chat,f,prompt-corpus,prompt_and_function_recipes,plugins/claude/prompts.chat/skills/prompt-lookup,2588522d56fc9ccc2124ca515e0b2c6b038ffefb,pending_review,pinned,pending_review,pending_review,pending_review,,false,prompt_and_function_recipes|prompt-corpus|f|skill_package_directory
ext-art-194,prompts-chat,f,prompt-corpus,prompt_and_function_recipes,plugins/claude/prompts.chat/skills/skill-lookup,2588522d56fc9ccc2124ca515e0b2c6b038ffefb,pending_review,pinned,pending_review,pending_review,pending_review,,false,prompt_and_function_recipes|prompt-corpus|f|skill_package_directory
ext-art-195,prompts-chat,f,prompt-corpus,prompt_and_function_recipes,packages/prompts.chat,2588522d56fc9ccc2124ca515e0b2c6b038ffefb,pending_review,pinned,pending_review,pending_review,pending_review,,false,prompt_and_function_recipes|prompt-corpus|f|manifest_directory
ext-art-196,prompts-chat,f,prompt-corpus,prompt_and_function_recipes,packages/raycast-extension,2588522d56fc9ccc2124ca515e0b2c6b038ffefb,pending_review,pinned,pending_review,pending_review,pending_review,,false,prompt_and_function_recipes|prompt-corpus|f|manifest_directory
ext-art-197,prompts-chat,f,prompt-corpus,prompt_and_function_recipes,plugins/claude/prompts.chat/.claude-plugin,2588522d56fc9ccc2124ca515e0b2c6b038ffefb,pending_review,pinned,pending_review,pending_review,pending_review,,false,prompt_and_function_recipes|prompt-corpus|f|manifest_directory
ext-art-198,prompts-chat,f,prompt-corpus,prompt_and_function_recipes,public/sounds,2588522d56fc9ccc2124ca515e0b2c6b038ffefb,pending_review,pinned,pending_review,pending_review,pending_review,,false,prompt_and_function_recipes|prompt-corpus|f|readme_directory
ext-art-199,prompts-chat,f,prompt-corpus,prompt_and_function_recipes,packages/prompts.chat/src/__tests__/builder.test.ts,2588522d56fc9ccc2124ca515e0b2c6b038ffefb,pending_review,pinned,pending_review,pending_review,pending_review,,false,prompt_and_function_recipes|prompt-corpus|f|relevant_tree_path
ext-art-200,prompts-chat,f,prompt-corpus,prompt_and_function_recipes,packages/prompts.chat/src/__tests__/parser.test.ts,2588522d56fc9ccc2124ca515e0b2c6b038ffefb,pending_review,pinned,pending_review,pending_review,pending_review,,false,prompt_and_function_recipes|prompt-corpus|f|relevant_tree_path
ext-art-201,prompts-chat,f,prompt-corpus,prompt_and_function_recipes,packages/prompts.chat/src/__tests__/platforms.test.ts,2588522d56fc9ccc2124ca515e0b2c6b038ffefb,pending_review,pinned,pending_review,pending_review,pending_review,,false,prompt_and_function_recipes|prompt-corpus|f|relevant_tree_path
ext-art-202,prompts-chat,f,prompt-corpus,prompt_and_function_recipes,packages/prompts.chat/src/__tests__/quality.test.ts,2588522d56fc9ccc2124ca515e0b2c6b038ffefb,pending_review,pinned,pending_review,pending_review,pending_review,,false,prompt_and_function_recipes|prompt-corpus|f|relevant_tree_path
ext-art-203,prompts-chat,f,prompt-corpus,prompt_and_function_recipes,packages/prompts.chat/src/__tests__/similarity.test.ts,2588522d56fc9ccc2124ca515e0b2c6b038ffefb,pending_review,pinned,pending_review,pending_review,pending_review,,false,prompt_and_function_recipes|prompt-corpus|f|relevant_tree_path
ext-art-204,prompts-chat,f,prompt-corpus,prompt_and_function_recipes,packages/prompts.chat/src/__tests__/variables.test.ts,2588522d56fc9ccc2124ca515e0b2c6b038ffefb,pending_review,pinned,pending_review,pending_review,pending_review,,false,prompt_and_function_recipes|prompt-corpus|f|relevant_tree_path
ext-art-205,prompts-chat,f,prompt-corpus,prompt_and_function_recipes,packages/prompts.chat/src/builder/audio.ts,2588522d56fc9ccc2124ca515e0b2c6b038ffefb,pending_review,pinned,pending_review,pending_review,pending_review,,false,prompt_and_function_recipes|prompt-corpus|f|relevant_tree_path
ext-art-206,prompts-chat,f,prompt-corpus,prompt_and_function_recipes,packages/prompts.chat/src/builder/chat.ts,2588522d56fc9ccc2124ca515e0b2c6b038ffefb,pending_review,pinned,pending_review,pending_review,pending_review,,false,prompt_and_function_recipes|prompt-corpus|f|relevant_tree_path
ext-art-207,prompts-chat,f,prompt-corpus,prompt_and_function_recipes,packages/prompts.chat/src/builder/index.ts,2588522d56fc9ccc2124ca515e0b2c6b038ffefb,pending_review,pinned,pending_review,pending_review,pending_review,,false,prompt_and_function_recipes|prompt-corpus|f|relevant_tree_path
ext-art-208,prompts-chat,f,prompt-corpus,prompt_and_function_recipes,packages/prompts.chat/src/builder/media.ts,2588522d56fc9ccc2124ca515e0b2c6b038ffefb,pending_review,pinned,pending_review,pending_review,pending_review,,false,prompt_and_function_recipes|prompt-corpus|f|relevant_tree_path
ext-art-209,prompts-chat,f,prompt-corpus,prompt_and_function_recipes,packages/prompts.chat/src/builder/video.ts,2588522d56fc9ccc2124ca515e0b2c6b038ffefb,pending_review,pinned,pending_review,pending_review,pending_review,,false,prompt_and_function_recipes|prompt-corpus|f|relevant_tree_path
ext-art-210,prompts-chat,f,prompt-corpus,prompt_and_function_recipes,packages/prompts.chat/src/cli/api.ts,2588522d56fc9ccc2124ca515e0b2c6b038ffefb,pending_review,pinned,pending_review,pending_review,pending_review,,false,prompt_and_function_recipes|prompt-corpus|f|relevant_tree_path
ext-art-211,prompts-chat,f,prompt-corpus,prompt_and_function_recipes,packages/prompts.chat/src/cli/components/PromptDetail.tsx,2588522d56fc9ccc2124ca515e0b2c6b038ffefb,pending_review,pinned,pending_review,pending_review,pending_review,,false,prompt_and_function_recipes|prompt-corpus|f|relevant_tree_path
ext-art-212,prompts-chat,f,prompt-corpus,prompt_and_function_recipes,packages/prompts.chat/src/cli/components/PromptList.tsx,2588522d56fc9ccc2124ca515e0b2c6b038ffefb,pending_review,pinned,pending_review,pending_review,pending_review,,false,prompt_and_function_recipes|prompt-corpus|f|relevant_tree_path
ext-art-213,prompts-chat,f,prompt-corpus,prompt_and_function_recipes,packages/prompts.chat/src/cli/components/RunPrompt.tsx,2588522d56fc9ccc2124ca515e0b2c6b038ffefb,pending_review,pinned,pending_review,pending_review,pending_review,,false,prompt_and_function_recipes|prompt-corpus|f|relevant_tree_path
ext-art-214,prompts-chat,f,prompt-corpus,prompt_and_function_recipes,packages/prompts.chat/src/cli/index.tsx,2588522d56fc9ccc2124ca515e0b2c6b038ffefb,pending_review,pinned,pending_review,pending_review,pending_review,,false,prompt_and_function_recipes|prompt-corpus|f|relevant_tree_path
ext-art-215,prompts-chat,f,prompt-corpus,prompt_and_function_recipes,packages/prompts.chat/src/cli/new.ts,2588522d56fc9ccc2124ca515e0b2c6b038ffefb,pending_review,pinned,pending_review,pending_review,pending_review,,false,prompt_and_function_recipes|prompt-corpus|f|relevant_tree_path
ext-art-216,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,pipelines/azure/azure_ai_foundry.py,07f8396f2630741c30834be5fee2104b74026fe6,pending_review,pinned,pending_review,pending_review,pending_review,,false,prompt_and_function_recipes|open-webui|owndev|relevant_tree_path
ext-art-217,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,pipelines/google/google_gemini.py,07f8396f2630741c30834be5fee2104b74026fe6,pending_review,pinned,pending_review,pending_review,pending_review,,false,prompt_and_function_recipes|open-webui|owndev|relevant_tree_path
ext-art-218,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,pipelines/infomaniak/infomaniak.py,07f8396f2630741c30834be5fee2104b74026fe6,pending_review,pinned,pending_review,pending_review,pending_review,,false,prompt_and_function_recipes|open-webui|owndev|relevant_tree_path
ext-art-219,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,pipelines/n8n/Open_WebUI_Test_Agent.json,07f8396f2630741c30834be5fee2104b74026fe6,pending_review,pinned,pending_review,pending_review,pending_review,,false,prompt_and_function_recipes|open-webui|owndev|relevant_tree_path
ext-art-220,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,pipelines/n8n/Open_WebUI_Test_Agent_Streaming.json,07f8396f2630741c30834be5fee2104b74026fe6,pending_review,pinned,pending_review,pending_review,pending_review,,false,prompt_and_function_recipes|open-webui|owndev|relevant_tree_path
ext-art-221,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,pipelines/n8n/n8n.py,07f8396f2630741c30834be5fee2104b74026fe6,pending_review,pinned,pending_review,pending_review,pending_review,,false,prompt_and_function_recipes|open-webui|owndev|relevant_tree_path
ext-art-222,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,.vscode/mcp.json,07f8396f2630741c30834be5fee2104b74026fe6,pending_review,pinned,pending_review,pending_review,pending_review,,false,prompt_and_function_recipes|open-webui|owndev|textlike_tree_path
ext-art-223,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,docs/azure-ai-citations.md,07f8396f2630741c30834be5fee2104b74026fe6,pending_review,pinned,pending_review,pending_review,pending_review,,false,prompt_and_function_recipes|open-webui|owndev|textlike_tree_path
ext-art-224,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,docs/azure-ai-integration.md,07f8396f2630741c30834be5fee2104b74026fe6,pending_review,pinned,pending_review,pending_review,pending_review,,false,prompt_and_function_recipes|open-webui|owndev|textlike_tree_path
ext-art-225,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,docs/google-gemini-integration.md,07f8396f2630741c30834be5fee2104b74026fe6,pending_review,pinned,pending_review,pending_review,pending_review,,false,prompt_and_function_recipes|open-webui|owndev|textlike_tree_path
ext-art-226,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,docs/infomaniak-integration.md,07f8396f2630741c30834be5fee2104b74026fe6,pending_review,pinned,pending_review,pending_review,pending_review,,false,prompt_and_function_recipes|open-webui|owndev|textlike_tree_path
ext-art-227,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,docs/n8n-integration.md,07f8396f2630741c30834be5fee2104b74026fe6,pending_review,pinned,pending_review,pending_review,pending_review,,false,prompt_and_function_recipes|open-webui|owndev|textlike_tree_path
ext-art-228,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,docs/n8n-tool-usage-display.md,07f8396f2630741c30834be5fee2104b74026fe6,pending_review,pinned,pending_review,pending_review,pending_review,,false,prompt_and_function_recipes|open-webui|owndev|textlike_tree_path
ext-art-229,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,docs/setup-azure-log-analytics.md,07f8396f2630741c30834be5fee2104b74026fe6,pending_review,pinned,pending_review,pending_review,pending_review,,false,prompt_and_function_recipes|open-webui|owndev|textlike_tree_path
ext-art-230,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,filters/google_search_tool.py,07f8396f2630741c30834be5fee2104b74026fe6,pending_review,pinned,pending_review,pending_review,pending_review,,false,prompt_and_function_recipes|open-webui|owndev|textlike_tree_path
ext-art-231,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,filters/time_token_tracker.py,07f8396f2630741c30834be5fee2104b74026fe6,pending_review,pinned,pending_review,pending_review,pending_review,,false,prompt_and_function_recipes|open-webui|owndev|textlike_tree_path
ext-art-232,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,filters/vertex_ai_search_tool.py,07f8396f2630741c30834be5fee2104b74026fe6,pending_review,pinned,pending_review,pending_review,pending_review,,false,prompt_and_function_recipes|open-webui|owndev|textlike_tree_path
ext-art-233,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,pending:open-webui-functions:018,07f8396f2630741c30834be5fee2104b74026fe6,pending_review,pinned,pending_review,pending_review,pending_review,,false,prompt_and_function_recipes|open-webui|owndev|target_slot_pending
ext-art-234,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,pending:open-webui-functions:019,07f8396f2630741c30834be5fee2104b74026fe6,pending_review,pinned,pending_review,pending_review,pending_review,,false,prompt_and_function_recipes|open-webui|owndev|target_slot_pending
ext-art-235,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,pending:open-webui-functions:020,07f8396f2630741c30834be5fee2104b74026fe6,pending_review,pinned,pending_review,pending_review,pending_review,,false,prompt_and_function_recipes|open-webui|owndev|target_slot_pending
ext-art-236,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,pending:open-webui-functions:021,07f8396f2630741c30834be5fee2104b74026fe6,pending_review,pinned,pending_review,pending_review,pending_review,,false,prompt_and_function_recipes|open-webui|owndev|target_slot_pending
ext-art-237,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,pending:open-webui-functions:022,07f8396f2630741c30834be5fee2104b74026fe6,pending_review,pinned,pending_review,pending_review,pending_review,,false,prompt_and_function_recipes|open-webui|owndev|target_slot_pending
ext-art-238,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,pending:open-webui-functions:023,07f8396f2630741c30834be5fee2104b74026fe6,pending_review,pinned,pending_review,pending_review,pending_review,,false,prompt_and_function_recipes|open-webui|owndev|target_slot_pending
ext-art-239,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,pending:open-webui-functions:024,07f8396f2630741c30834be5fee2104b74026fe6,pending_review,pinned,pending_review,pending_review,pending_review,,false,prompt_and_function_recipes|open-webui|owndev|target_slot_pending
ext-art-240,open-webui-functions,owndev,open-webui,prompt_and_function_recipes,pending:open-webui-functions:025,07f8396f2630741c30834be5fee2104b74026fe6,pending_review,pinned,pending_review,pending_review,pending_review,,false,prompt_and_function_recipes|open-webui|owndev|target_slot_pending
